FID_NA_CEC_Eco_Level3;NA_L3CODE;NA_L3NAME;NA_L2CODE;NA_L2NAME;NA_L1CODE;NA_L1NAME;NA_L3KEY;NA_L2KEY;NA_L1KEY;Shape_Leng;FID_Localisation_BV_Korben_XYTableToPoint;gauge_id;gauge_lat;gauge_lon;elev_mean;slope_mean;area_gages2;area_geospa_fabric_
1549;8.1.3;Northern Allegheny Plateau;8.1;MIXED WOOD PLAINS;8;EASTERN TEMPERATE FORESTS;8.1.3  Northern Allegheny Plateau;8.1  MIXED WOOD PLAINS;8  EASTERN TEMPERATE FORESTS;2253140,770239999983460;27;1350080;42,377029999999998;-74,412920000000000;587,350000000000023;60,003380000000000;83,840000000000003;89,569999999999993
1072;5.3.1;Northern Appalachian and Atlantic Maritime Highlands;5.3;ATLANTIC HIGHLANDS;5;NORTHERN FORESTS;5.3.1  Northern Appalachian and Atlantic Maritime Highlands;5.3  ATLANTIC HIGHLANDS;5  NORTHERN FORESTS;249395,830848999990849;28;1365000;41,866480000000003;-74,487099999999998;465,170000000000016;51,872680000000003;99,569999999999993;102,569999999999993
2340;8.5.4;Atlantic Coastal Pine Barrens;8.5;MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS;8;EASTERN TEMPERATE FORESTS;8.5.4  Atlantic Coastal Pine Barrens;8.5  MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS;8  EASTERN TEMPERATE FORESTS;1345655,281059999950230;29;1411300;39,306939999999997;-74,820560000000000;15,250000000000000;2,032600000000000;79,319999999999993;79,370000000000005
1549;8.1.3;Northern Allegheny Plateau;8.1;MIXED WOOD PLAINS;8;EASTERN TEMPERATE FORESTS;8.1.3  Northern Allegheny Plateau;8.1  MIXED WOOD PLAINS;8  EASTERN TEMPERATE FORESTS;2253140,770239999983460;30;1413500;42,144810000000000;-74,653490000000005;724,509999999999991;69,651700000000005;424,100000000000023;434,000000000000000
1072;5.3.1;Northern Appalachian and Atlantic Maritime Highlands;5.3;ATLANTIC HIGHLANDS;5;NORTHERN FORESTS;5.3.1  Northern Appalachian and Atlantic Maritime Highlands;5.3  ATLANTIC HIGHLANDS;5  NORTHERN FORESTS;249395,830848999990849;31;1414500;42,106200000000001;-74,730429999999998;775,580000000000041;59,575850000000003;64,450000000000003;67,079999999999998
1549;8.1.3;Northern Allegheny Plateau;8.1;MIXED WOOD PLAINS;8;EASTERN TEMPERATE FORESTS;8.1.3  Northern Allegheny Plateau;8.1  MIXED WOOD PLAINS;8  EASTERN TEMPERATE FORESTS;2253140,770239999983460;32;1415000;42,120089999999998;-74,818489999999997;604,340000000000032;64,532629999999997;85,629999999999995;86,680000000000007
1549;8.1.3;Northern Allegheny Plateau;8.1;MIXED WOOD PLAINS;8;EASTERN TEMPERATE FORESTS;8.1.3  Northern Allegheny Plateau;8.1  MIXED WOOD PLAINS;8  EASTERN TEMPERATE FORESTS;2253140,770239999983460;33;1423000;42,166200000000003;-75,139889999999994;593,669999999999959;49,867649999999998;859,679999999999950;861,779999999999973
1072;5.3.1;Northern Appalachian and Atlantic Maritime Highlands;5.3;ATLANTIC HIGHLANDS;5;NORTHERN FORESTS;5.3.1  Northern Appalachian and Atlantic Maritime Highlands;5.3  ATLANTIC HIGHLANDS;5  NORTHERN FORESTS;249395,830848999990849;34;1434025;41,995370000000001;-74,500990000000002;729,330000000000041;59,407100000000000;9,699999999999999;9,900000000000000
1072;5.3.1;Northern Appalachian and Atlantic Maritime Highlands;5.3;ATLANTIC HIGHLANDS;5;NORTHERN FORESTS;5.3.1  Northern Appalachian and Atlantic Maritime Highlands;5.3  ATLANTIC HIGHLANDS;5  NORTHERN FORESTS;249395,830848999990849;35;1435000;41,890090000000001;-74,589879999999994;560,049999999999955;54,944920000000003;172,460000000000008;183,310000000000002
1086;5.3.3;North Central Appalachians;5.3;ATLANTIC HIGHLANDS;5;NORTHERN FORESTS;5.3.3  North Central Appalachians;5.3  ATLANTIC HIGHLANDS;5  NORTHERN FORESTS;466309,632614000001922;36;1439500;41,088149999999999;-75,037670000000006;307,060000000000002;22,259869999999999;305,879999999999995;306,089999999999975
1086;5.3.3;North Central Appalachians;5.3;ATLANTIC HIGHLANDS;5;NORTHERN FORESTS;5.3.3  North Central Appalachians;5.3  ATLANTIC HIGHLANDS;5  NORTHERN FORESTS;466309,632614000001922;38;1440400;41,084809999999997;-75,214619999999996;334,060000000000002;26,465150000000001;175,210000000000008;178,979999999999990
1950;8.5.1;Middle Atlantic Coastal Plain;8.5;MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS;8;EASTERN TEMPERATE FORESTS;8.5.1  Middle Atlantic Coastal Plain;8.5  MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS;8  EASTERN TEMPERATE FORESTS;4844452,404169999994338;40;1487000;38,728330000000000;-75,561859999999996;13,840000000000000;1,099980000000000;187,409999999999997;187,180000000000007
1950;8.5.1;Middle Atlantic Coastal Plain;8.5;MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS;8;EASTERN TEMPERATE FORESTS;8.5.1  Middle Atlantic Coastal Plain;8.5  MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS;8  EASTERN TEMPERATE FORESTS;4844452,404169999994338;41;1491000;38,997190000000003;-75,785809999999998;18,539999999999999;1,419480000000000;292,040000000000020;291,800000000000011
1549;8.1.3;Northern Allegheny Plateau;8.1;MIXED WOOD PLAINS;8;EASTERN TEMPERATE FORESTS;8.1.3  Northern Allegheny Plateau;8.1  MIXED WOOD PLAINS;8  EASTERN TEMPERATE FORESTS;2253140,770239999983460;42;1510000;42,541179999999997;-75,899640000000005;482,209999999999980;28,764230000000001;382,990000000000009;382,920000000000016
1549;8.1.3;Northern Allegheny Plateau;8.1;MIXED WOOD PLAINS;8;EASTERN TEMPERATE FORESTS;8.1.3  Northern Allegheny Plateau;8.1  MIXED WOOD PLAINS;8  EASTERN TEMPERATE FORESTS;2253140,770239999983460;43;1516500;41,790909999999997;-77,014690000000002;634,590000000000032;29,796859999999999;31,480000000000000;31,559999999999999
1085;5.3.3;North Central Appalachians;5.3;ATLANTIC HIGHLANDS;5;NORTHERN FORESTS;5.3.3  North Central Appalachians;5.3  ATLANTIC HIGHLANDS;5  NORTHERN FORESTS;1357092,469299999997020;44;1518862;41,923130000000000;-77,531930000000003;600,870000000000005;37,281559999999999;233,909999999999997;234,490000000000009
1549;8.1.3;Northern Allegheny Plateau;8.1;MIXED WOOD PLAINS;8;EASTERN TEMPERATE FORESTS;8.1.3  Northern Allegheny Plateau;8.1  MIXED WOOD PLAINS;8  EASTERN TEMPERATE FORESTS;2253140,770239999983460;45;1532000;41,707020000000000;-76,484669999999994;507,139999999999986;40,916260000000001;553,940000000000055;556,679999999999950
1085;5.3.3;North Central Appalachians;5.3;ATLANTIC HIGHLANDS;5;NORTHERN FORESTS;5.3.3  North Central Appalachians;5.3  ATLANTIC HIGHLANDS;5  NORTHERN FORESTS;1357092,469299999997020;47;1542810;41,578949999999999;-78,292509999999993;492,699999999999989;45,557229999999997;13,619999999999999;13,580000000000000
1085;5.3.3;North Central Appalachians;5.3;ATLANTIC HIGHLANDS;5;NORTHERN FORESTS;5.3.3  North Central Appalachians;5.3  ATLANTIC HIGHLANDS;5  NORTHERN FORESTS;1357092,469299999997020;48;1543000;41,413400000000003;-78,196950000000001;543,370000000000005;36,537520000000001;705,500000000000000;704,470000000000027
1085;5.3.3;North Central Appalachians;5.3;ATLANTIC HIGHLANDS;5;NORTHERN FORESTS;5.3.3  North Central Appalachians;5.3  ATLANTIC HIGHLANDS;5  NORTHERN FORESTS;1357092,469299999997020;49;1543500;41,317279999999997;-78,103059999999999;547,440000000000055;31,282319999999999;1778,259999999999991;1778,960000000000036
1085;5.3.3;North Central Appalachians;5.3;ATLANTIC HIGHLANDS;5;NORTHERN FORESTS;5.3.3  North Central Appalachians;5.3  ATLANTIC HIGHLANDS;5  NORTHERN FORESTS;1357092,469299999997020;50;1544500;41,475900000000003;-77,825819999999993;551,600000000000023;36,262740000000001;355,060000000000002;363,079999999999984
1085;5.3.3;North Central Appalachians;5.3;ATLANTIC HIGHLANDS;5;NORTHERN FORESTS;5.3.3  North Central Appalachians;5.3  ATLANTIC HIGHLANDS;5  NORTHERN FORESTS;1357092,469299999997020;51;1545600;41,389510000000001;-77,690820000000002;518,970000000000027;53,683120000000002;120,000000000000000;123,620000000000005
1085;5.3.3;North Central Appalachians;5.3;ATLANTIC HIGHLANDS;5;NORTHERN FORESTS;5.3.3  North Central Appalachians;5.3  ATLANTIC HIGHLANDS;5  NORTHERN FORESTS;1357092,469299999997020;53;1548500;41,521740000000001;-77,447479999999999;546,710000000000036;39,141669999999998;1557,049999999999955;1557,980000000000018
1085;5.3.3;North Central Appalachians;5.3;ATLANTIC HIGHLANDS;5;NORTHERN FORESTS;5.3.3  North Central Appalachians;5.3  ATLANTIC HIGHLANDS;5  NORTHERN FORESTS;1357092,469299999997020;54;1549500;41,473680000000002;-77,230810000000005;528,159999999999968;32,393430000000002;97,489999999999995;98,909999999999997
1085;5.3.3;North Central Appalachians;5.3;ATLANTIC HIGHLANDS;5;NORTHERN FORESTS;5.3.3  North Central Appalachians;5.3  ATLANTIC HIGHLANDS;5  NORTHERN FORESTS;1357092,469299999997020;55;1550000;41,418410000000002;-77,032749999999993;455,410000000000025;46,285260000000001;452,680000000000007;456,319999999999993
1085;5.3.3;North Central Appalachians;5.3;ATLANTIC HIGHLANDS;5;NORTHERN FORESTS;5.3.3  North Central Appalachians;5.3  ATLANTIC HIGHLANDS;5  NORTHERN FORESTS;1357092,469299999997020;57;1552500;41,357019999999999;-76,534670000000006;535,240000000000009;46,463630000000002;60,640000000000001;62,060000000000002
1741;8.3.1;Northern Piedmont;8.3;SOUTHEASTERN USA PLAINS;8;EASTERN TEMPERATE FORESTS;8.3.1  Northern Piedmont;8.3  SOUTHEASTERN USA PLAINS;8  EASTERN TEMPERATE FORESTS;1793764,178450000006706;61;1580000;39,629970000000000;-76,403310000000005;174,300000000000011;12,442420000000000;244,370000000000005;246,960000000000008
1741;8.3.1;Northern Piedmont;8.3;SOUTHEASTERN USA PLAINS;8;EASTERN TEMPERATE FORESTS;8.3.1  Northern Piedmont;8.3  SOUTHEASTERN USA PLAINS;8  EASTERN TEMPERATE FORESTS;1793764,178450000006706;62;1583500;39,510779999999997;-76,676500000000004;156,319999999999993;13,675850000000001;155,849999999999994;163,419999999999987
1741;8.3.1;Northern Piedmont;8.3;SOUTHEASTERN USA PLAINS;8;EASTERN TEMPERATE FORESTS;8.3.1  Northern Piedmont;8.3  SOUTHEASTERN USA PLAINS;8  EASTERN TEMPERATE FORESTS;1793764,178450000006706;63;1586610;39,451889999999999;-76,955309999999997;196,879999999999995;11,852860000000000;72,700000000000003;72,810000000000002
1741;8.3.1;Northern Piedmont;8.3;SOUTHEASTERN USA PLAINS;8;EASTERN TEMPERATE FORESTS;8.3.1  Northern Piedmont;8.3  SOUTHEASTERN USA PLAINS;8  EASTERN TEMPERATE FORESTS;1793764,178450000006706;64;1591400;39,255969999999998;-77,051060000000007;149,210000000000008;7,791460000000000;59,090000000000003;59,609999999999999
1741;8.3.1;Northern Piedmont;8.3;SOUTHEASTERN USA PLAINS;8;EASTERN TEMPERATE FORESTS;8.3.1  Northern Piedmont;8.3  SOUTHEASTERN USA PLAINS;8  EASTERN TEMPERATE FORESTS;1793764,178450000006706;73;1638480;39,254550000000002;-77,576380000000000;155,979999999999990;16,887969999999999;232,000000000000000;233,830000000000013
1741;8.3.1;Northern Piedmont;8.3;SOUTHEASTERN USA PLAINS;8;EASTERN TEMPERATE FORESTS;8.3.1  Northern Piedmont;8.3  SOUTHEASTERN USA PLAINS;8  EASTERN TEMPERATE FORESTS;1793764,178450000006706;74;1639500;39,612360000000002;-77,237440000000007;198,099999999999994;11,612349999999999;267,180000000000007;267,170000000000016
1741;8.3.1;Northern Piedmont;8.3;SOUTHEASTERN USA PLAINS;8;EASTERN TEMPERATE FORESTS;8.3.1  Northern Piedmont;8.3  SOUTHEASTERN USA PLAINS;8  EASTERN TEMPERATE FORESTS;1793764,178450000006706;75;1644000;39,019550000000002;-77,577489999999997;187,250000000000000;23,953260000000000;859,169999999999959;859,580000000000041
1741;8.3.1;Northern Piedmont;8.3;SOUTHEASTERN USA PLAINS;8;EASTERN TEMPERATE FORESTS;8.3.1  Northern Piedmont;8.3  SOUTHEASTERN USA PLAINS;8  EASTERN TEMPERATE FORESTS;1793764,178450000006706;76;1664000;38,530679999999997;-77,813599999999994;216,099999999999994;30,326470000000000;1605,099999999999909;1604,640000000000100
1741;8.3.1;Northern Piedmont;8.3;SOUTHEASTERN USA PLAINS;8;EASTERN TEMPERATE FORESTS;8.3.1  Northern Piedmont;8.3  SOUTHEASTERN USA PLAINS;8  EASTERN TEMPERATE FORESTS;1793764,178450000006706;77;1666500;38,325130000000001;-78,095560000000006;201,590000000000003;24,982869999999998;463,149999999999977;466,170000000000016
1741;8.3.1;Northern Piedmont;8.3;SOUTHEASTERN USA PLAINS;8;EASTERN TEMPERATE FORESTS;8.3.1  Northern Piedmont;8.3  SOUTHEASTERN USA PLAINS;8  EASTERN TEMPERATE FORESTS;1793764,178450000006706;78;1667500;38,350409999999997;-77,974999999999994;193,469999999999999;23,440259999999999;1209,750000000000000;1210,750000000000000
1741;8.3.1;Northern Piedmont;8.3;SOUTHEASTERN USA PLAINS;8;EASTERN TEMPERATE FORESTS;8.3.1  Northern Piedmont;8.3  SOUTHEASTERN USA PLAINS;8  EASTERN TEMPERATE FORESTS;1793764,178450000006706;90;2028500;37,869590000000002;-78,823350000000005;377,480000000000018;66,868260000000006;245,449999999999989;246,189999999999998
2477;5.2.1;Northern Lakes and Forests;5.2;MIXED WOOD SHIELD;5;NORTHERN FORESTS;5.2.1  Northern Lakes and Forests;5.2  MIXED WOOD SHIELD;5  NORTHERN FORESTS;5750604,968960000202060;168;4015330;46,946880000000000;-91,792400000000001;337,689999999999998;19,168620000000001;224,349999999999994;225,840000000000003
2477;5.2.1;Northern Lakes and Forests;5.2;MIXED WOOD SHIELD;5;NORTHERN FORESTS;5.2.1  Northern Lakes and Forests;5.2  MIXED WOOD SHIELD;5  NORTHERN FORESTS;5750604,968960000202060;169;4024430;46,633270000000003;-92,094080000000005;343,480000000000018;6,933160000000000;1091,250000000000000;1094,549999999999955
2477;5.2.1;Northern Lakes and Forests;5.2;MIXED WOOD SHIELD;5;NORTHERN FORESTS;5.2.1  Northern Lakes and Forests;5.2  MIXED WOOD SHIELD;5  NORTHERN FORESTS;5750604,968960000202060;170;4027000;46,486609999999999;-90,696299999999994;425,750000000000000;9,367710000000001;1619,849999999999909;1547,150000000000091
2477;5.2.1;Northern Lakes and Forests;5.2;MIXED WOOD SHIELD;5;NORTHERN FORESTS;5.2.1  Northern Lakes and Forests;5.2  MIXED WOOD SHIELD;5  NORTHERN FORESTS;5750604,968960000202060;171;4040500;46,584110000000003;-88,575969999999998;497,279999999999973;8,102119999999999;419,829999999999984;421,649999999999977
2477;5.2.1;Northern Lakes and Forests;5.2;MIXED WOOD SHIELD;5;NORTHERN FORESTS;5.2.1  Northern Lakes and Forests;5.2  MIXED WOOD SHIELD;5  NORTHERN FORESTS;5750604,968960000202060;172;4043050;47,228540000000002;-88,385390000000001;239,409999999999997;16,963200000000001;76,620000000000005;76,659999999999997
2477;5.2.1;Northern Lakes and Forests;5.2;MIXED WOOD SHIELD;5;NORTHERN FORESTS;5.2.1  Northern Lakes and Forests;5.2  MIXED WOOD SHIELD;5  NORTHERN FORESTS;5750604,968960000202060;173;4045500;46,575020000000002;-85,269549999999995;236,770000000000010;6,408460000000000;1909,589999999999918;1967,440000000000055
2477;5.2.1;Northern Lakes and Forests;5.2;MIXED WOOD SHIELD;5;NORTHERN FORESTS;5.2.1  Northern Lakes and Forests;5.2  MIXED WOOD SHIELD;5  NORTHERN FORESTS;5750604,968960000202060;174;4056500;46,030529999999999;-86,161249999999995;232,990000000000009;4,977730000000000;2945,889999999999873;2984,030000000000200
2477;5.2.1;Northern Lakes and Forests;5.2;MIXED WOOD SHIELD;5;NORTHERN FORESTS;5.2.1  Northern Lakes and Forests;5.2  MIXED WOOD SHIELD;5  NORTHERN FORESTS;5750604,968960000202060;175;4057510;45,943019999999997;-86,705699999999993;228,860000000000014;4,662190000000000;473,569999999999993;491,759999999999991
2477;5.2.1;Northern Lakes and Forests;5.2;MIXED WOOD SHIELD;5;NORTHERN FORESTS;5.2.1  Northern Lakes and Forests;5.2  MIXED WOOD SHIELD;5  NORTHERN FORESTS;5750604,968960000202060;176;4057800;46,499099999999999;-87,886520000000004;476,209999999999980;6,396100000000000;115,870000000000005;121,980000000000004
2477;5.2.1;Northern Lakes and Forests;5.2;MIXED WOOD SHIELD;5;NORTHERN FORESTS;5.2.1  Northern Lakes and Forests;5.2  MIXED WOOD SHIELD;5  NORTHERN FORESTS;5750604,968960000202060;177;4059500;45,755519999999997;-87,201520000000002;314,089999999999975;6,078330000000000;1184,369999999999891;1188,819999999999936
2477;5.2.1;Northern Lakes and Forests;5.2;MIXED WOOD SHIELD;5;NORTHERN FORESTS;5.2.1  Northern Lakes and Forests;5.2  MIXED WOOD SHIELD;5  NORTHERN FORESTS;5750604,968960000202060;178;4063700;45,763570000000001;-88,463179999999994;473,279999999999973;5,583200000000000;362,569999999999993;371,319999999999993
