FID_NA_CEC_Eco_Level3;NA_L3CODE;NA_L3NAME;NA_L2CODE;NA_L2NAME;NA_L1CODE;NA_L1NAME;NA_L3KEY;NA_L2KEY;NA_L1KEY;Shape_Leng;FID_giantTable_private_XYTableToPoint;id;model_type;citation;url;attribution;attribution_url;figure_num;figure_caption;figure_url;textmodel_snipped;textmodel_section_number;textmodel_section_name;textmodel_page_number;watershed_name;lat;lon;area_km2;num_spatial_zones;spatial_property;num_temporal_zones;temporal_property;vegetation_info;soil_info;geol_info;topo_info;three_d_info;uncertainty_info;other_info;num_store;store_list;store_id_list;num_flux;flux_list;flux_id_list;dummy_column;huc_watershed_id
786;2.3.1;Brooks Range/Richardson Mountains;2.3;BROOKS RANGE TUNDRA;2;TUNDRA;2.3.1  Brooks Range/Richardson Mountains;2.3  BROOKS RANGE TUNDRA;2  TUNDRA;4646744,108420000411570;395;395;Text model;Shogren, A.J., Zarnetske, J.P., Abbott, B.W., Iannucci, F. and Bowden, W.B., 2020. We cannot shrug off the shoulder seasons: Addressing knowledge and data gaps in an Arctic headwater. Environmental Research Letters, 15(10), p.104027.;https://doi.org/10.1088/1748-9326/ab9d3c;CC-BY 4.0;https://creativecommons.org/licenses/by/4.0/;N/A;N/A;N/A;"In the Kuparuk, as snow melts in the spring, frozen ground limits soil water storage and enhances water runoff to the river network (figure 2(B)). With the snowmelt comes large pulses of water that is rich in dissolved and particulate organic matter (DOM and POM, respectively) and associated nutrients, which are in turn exported downstream [49], resulting in increased aquatic productivity [28] (figures 2(C), (F)). The relatively short snowmelt occurs over several days to weeks and represents <35% of export in the Kuparuk River [68]. The significance of the spring snowmelt period has been shown in other Arctic rivers, representing between 20%70% of annual carbon exports [50, 69, 70]. The spring snowmelt typically generates highly bioavailable DOM in the river network, which reflects the recent origin of the DOM from fresh litter and surficial soil horizons leaching with little previous decomposition [65] or photo-processing on the landscape or in the river [7173]. Simultaneously, frozen soil restricts the flow of water to organic horizons during snowmelt, introducing dissolved organic nitrogen (DON) into adjacent river networks [7476]. A portion of the DON may remain on site or be transformed into inorganic forms that can increase nutrient availability for terrestrial plants and soil microorganisms while some of the DON is exported downstream before mineralization to dissolved inorganic nitrogen (DIN) [77] (figure 2(C)).
As thaw progresses in the Kuparuk, biological activity and deepening water flow paths increasingly control the amount of DOM and nitrogen as DON or DIN reaching the river network and leaving it via downstream export [46] (figure 2(C)). The seasonal thickening of the active layer facilitates the movement of water through deeper mineral soil profiles where it interacts with solute-rich permafrost [16, 74, 78] (figure 2(E)). These deeper flowpaths either promote DOM leaching from detritus and above-ground plant biomass as water builds up at the soil-permafrost interface, or increase rates of decomposition and increase sorption to mineral particles [24, 79]. Newly released DOM and DIN are then exported laterally by surface or subsurface flow paths [53], potentially decreasing soil nutrient availability and altering the chemical composition of waters draining permafrost landscapes [65, 74] (figure 2(C)). As inorganic nitrogen (N) and phosphorus (P) become increasingly limiting as a result of biotic demand, mobilized DOM continues to fuel instream respiration [29, 80, 81]. While low temperatures experienced in the early flow season may limit carbon processing by bacterial respiration, once DOM enters into the stream channel and is moved along the aquatic continuum, it can still experience high rates of processing via photo-mineralization and some partial photo-oxidation as it is transported downstream [71, 72] (figure 2(D)). Photo-oxidation requires sunlight to reach the water column, so its influence on DOM peaks in June and decreases later in the flow season, while hillslope connectivity is still increasing via active layer thickening until late flow season [79] (figure 2(E)). Concurrently, in the late flow season, DON may be sorbed to sediment particles or mineralized to DIN, resulting in increasing lateral flux of inorganic forms of nitrogen, such as NO3 [16, 75, 77]. While late-season DOM often exhibits low bioavailability [82], the decline of photo-processing and influx in DIN may result in a brief increase of late-season heterotrophic response [77] (figure 2(G)).";1.1;What we know: seasonality of biogeochemical budgets in the Kuparuk headwaters;2;Upper Kuparuk River, Alaska, United States;68,649592999999996;-149,416193999999990;90,599999999999994;1;N;3;Season;N;N;N;N;N;N;N;4,000000000000000;Perched water tables, Permafrost storage, Seasonal soil freeze/thaw, Channel storage;Sub.GW.Store.Perch, Surf.Frozen.Perm, Surf.Frozen.FrzThw, Chan.Store;6,000000000000000;Overland Flow, Organic layer interflow, Lateral matrix flow, Snowmelt, Connectivity between hillslopes and channel, Subsurface stormflow;Surf.Over, Sub.SSFlow.Organ, Sub.SSFlow.Matrix, Surf.Snow.Melt, Sub.GWSW.Conn.Hill, Sub.SSFlow;1,000000000000000;N/A
2427;9.4.7;Texas Blackland Prairies;9.4;SOUTH CENTRAL SEMIARID PRAIRIES;9;GREAT PLAINS;9.4.7  Texas Blackland Prairies;9.4  SOUTH CENTRAL SEMIARID PRAIRIES;9  GREAT PLAINS;1678581,347499999916181;1;1;Figure model;"Allen, P.M., Harmel, R.D., Arnold, J., Plant, B., Yelderman, J., King, K., 2005. Field data and flow system response in clay (vertisol) shale terrain, north central Texas, USA. Hydrol. Process. Int. J. 19, 27192736.  
";https://doi.org/10.1002/hyp.5782;Not open-access;https://doi.org/10.1002/hyp.5782;11;N/A;https://sdsugeo.maps.arcgis.com/sharing/rest/content/items/df499e37a2ef40d7885966952c627e01/data;N/A;N/A;N/A;N/A;Blacklands Experimental Watershed, USDA-ARS Grassland, Soil and Water Research Laboratory watershed, Riesel, Texas, United States;31,475000000000001;-96,879444000000007;0,534000000000000;1;N;4;Season;N;N;N;Slopes described;N;N;Soil properties (surface sealing, cracking);4,000000000000000;Water table rise, Groundwater storage, Water table fall, Soil water storage;Sub.GW.Store.Rise, Sub.GW.Store, Sub.GW.Store.Fall, Sub.Soil.Store;2,000000000000000;Vertical drainage to groundwater, Groundwater flow;Sub.Soil.Drain, Sub.GW.Flow;1,000000000000000;N/A
1515;7.1.8;Coast Range;7.1;MARINE WEST COAST FOREST;7;MARINE WEST COAST FOREST;7.1.8  Coast Range;7.1  MARINE WEST COAST FOREST;7  MARINE WEST COAST FOREST;4695300,857420000247657;2;2;Figure model;Anderson SP, Dietrich WE, Montgomery DR, Torres R, Conrad ME, Loague K. 1997. Subsurface flow paths in a steep, unchanneled catchment. Water resources research 33 (12): 26372653 DOI: 10.1029/97wr02595;https://doi.org/10.1029/97wr02595;Not open-access;https://doi.org/10.1029/97wr02595;14;N/A;https://sdsugeo.maps.arcgis.com/sharing/rest/content/items/df499e37a2ef40d7885966952c627e01/data;N/A;N/A;N/A;N/A;CB1, Coos Bay, Oregon, United States;43,464186099999999;-124,112416199999998;0,000860000000000;1;Hillslope position;1;N;N;N;N;N;N;Unknown items identified;This is a longitudinal profile, average transit time given, scale given;6,000000000000000;Water Table, Groundwater storage, Soil water storage, Groundwater storage, Groundwater storage, Perched water tables;Sub.GW.Store.Wtable, Sub.GW.Store, Sub.Soil.Store, Sub.GW.Store, Sub.GW.Store, Sub.GW.Store.Perch;3,000000000000000;Variable source area - subsurface stormflow, Lateral matrix flow at soil-bedrock interface, Infiltration into bedrock;Sub.SSFlow.VSAsub, Sub.SSFlow.Matrix.Bedrk, Sub.GW.BedInf;1,000000000000000;N/A
137;12.1.1;Madrean Archipelago;12.1;WESTERN SIERRA MADRE PIEDMONT;12;SOUTHERN SEMIARID HIGHLANDS;12.1.1  Madrean Archipelago;12.1  WESTERN SIERRA MADRE PIEDMONT;12  SOUTHERN SEMIARID HIGHLANDS;3734994,840600000228733;9;9;Figure model;Dwivedi R, Meixner T, McIntosh JC, Ferré PAT, Eastoe CJ, Niu G-Y, Minor RL, BarronGafford GA, Chorover J. 2019. Hydrologic functioning of the deep critical zone and contributions to streamflow in a highelevation catchment: Testing of multiple conceptual models. Hydrological processes 33 (4): 476494 DOI: 10.1002/hyp.13363;https://doi.org/10.1002/hyp.13363;Not open-access;https://doi.org/10.1002/hyp.13363;6;N/A;https://sdsugeo.maps.arcgis.com/sharing/rest/content/items/df499e37a2ef40d7885966952c627e01/data;N/A;N/A;N/A;N/A;Marshall Gulch, Santa Catalina Mountains CZO, United States;32,427351000000002;-110,757857000000001;1,550000000000000;1;N;3;Season;N;N;Geological types described;N;N;N;Soil clay content in caption, % streamflow contribution in legend, open boundary noted, extra notes shown on figures;8,000000000000000;Soil water storage, Water table rise, Perched water tables, Total groundwater storage , Groundwater storage, Channel storage, Water Table, Dynamic groundwater storage;Sub.Soil.Store, Sub.GW.Store.Rise, Sub.GW.Store.Perch, Sub.GW.Store.Total, Sub.GW.Store, Chan.Store, Sub.GW.Store.Wtable, Sub.GW.Store.Dynam;4,000000000000000;Displacement of groundwater, Vertical drainage to groundwater, Subsurface stormflow, Pistonflow;Sub.GW.Disp, Sub.Soil.Drain, Sub.SSFlow, Sub.GW.Disp.Piston;1,000000000000000;N/A
67;10.2.1;Mojave Basin and Range;10.2;WARM DESERTS;10;NORTH AMERICAN DESERTS;10.2.1  Mojave Basin and Range;10.2  WARM DESERTS;10  NORTH AMERICAN DESERTS;2364809,149809999857098;12;12;Figure model;Flint AL, Flint LE, Bodvarsson GS, Kwicklis EM, Fabryka-Martin J. 2001. Evolution of the conceptual model of unsaturated zone hydrology at Yucca Mountain, Nevada. Journal of Hydrology 247 (1);https://doi.org/10.1016/S0022-1694(01)00358-4;Not open-access;https://doi.org/10.1016/S0022-1694(01)00358-4;3;N/A;https://sdsugeo.maps.arcgis.com/sharing/rest/content/items/df499e37a2ef40d7885966952c627e01/data;N/A;N/A;N/A;N/A;Yucca Mountain, Nevada, United States;36,820046900000001;-116,399720799999997;45,000000000000000;1;N;1;N;N;N;Geological types described;N;N;Uncertainty described;Inconsistencies betweeen picture and legend, wiggly arrows meaning unknown, many unlabelled arrows;7,000000000000000;Unsaturated bedrock storage, Unsaturated bedrock storage, Water Table, Unsaturated bedrock storage, Unsaturated bedrock storage, Perched water tables, Unsaturated bedrock storage;Sub.GW.Store.Unsat, Sub.GW.Store.Unsat, Sub.GW.Store.Wtable, Sub.GW.Store.Unsat, Sub.GW.Store.Unsat, Sub.GW.Store.Perch, Sub.GW.Store.Unsat;7,000000000000000;Lateral unsaturated bedrock flow, Infiltration into bedrock via preferential flow paths, Infiltration, Lateral unsaturated bedrock flow, Pistonflow, Lateral unsaturated bedrock flow, Pistonflow;Sub.GW.Flow.Unsat, Sub.GW.BedInf.Macro, Surf.Inf.Inf, Sub.GW.Flow.Unsat, Sub.GW.Disp.Piston, Sub.GW.Flow.Unsat, Sub.GW.Disp.Piston;1,000000000000000;N/A
2544;6.2.7;Cascades;6.2;WESTERN CORDILLERA;6;NORTHWESTERN FORESTED MOUNTAINS;6.2.7  Cascades;6.2  WESTERN CORDILLERA;6  NORTHWESTERN FORESTED MOUNTAINS;2397516,343390000052750;15;15;Figure model;Gabrielli CP, McDonnell JJ, Jarvis WT. 2012. The role of bedrock groundwater in rainfallrunoff response at hillslope and catchment scales. Journal of Hydrology 450-451: 117133 DOI: 10.1016/j.jhydrol.2012.05.024;https://doi.org/10.1016/j.jhydrol.2012.05.023;Not open-access;https://doi.org/10.1016/j.jhydrol.2012.05.023;7b;N/A;https://sdsugeo.maps.arcgis.com/sharing/rest/content/items/df499e37a2ef40d7885966952c627e01/data;N/A;N/A;N/A;N/A;WS10, H.J. Andrews, Oregon, United States;44,217153199999998;-122,260884399999995;0,102000000000000;1;N;1;N;Forest described;N;N;N;N;N;N;4,000000000000000;Soil water storage, Channel storage, Groundwater storage, Soil water storage;Sub.Soil.Store, Chan.Store, Sub.GW.Store, Sub.Soil.Store;4,000000000000000;Groundwater flow, Pistonflow, Gaining stream, Infiltration into bedrock;Sub.GW.Flow, Sub.GW.Disp.Piston, Sub.GWSW.Gain, Sub.GW.BedInf;1,000000000000000;N/A
1515;7.1.8;Coast Range;7.1;MARINE WEST COAST FOREST;7;MARINE WEST COAST FOREST;7.1.8  Coast Range;7.1  MARINE WEST COAST FOREST;7  MARINE WEST COAST FOREST;4695300,857420000247657;30;30;Figure model;Lovill, S. M., Hahm, W. J., & Dietrich, W. E. (2018). Drainage from the critical zone: Lithologic controls on the persistence and spatial extent of wetted channels during the summer dry season. Water Resources Research, 54(8), 57025726. https://doi.org/10.1029/2017wr021903;https://doi.org/10.1029/2017WR021903;Not open-access;https://doi.org/10.1029/2017WR021903;13;Conceptual models of potential hillslope water storage and sustained base flow related to thickness of weathered bedrock zone during summer months. The red lines represent bedrock structure (such as bedding). In Model 1, groundwater stored in the weathered bedrock during the wet season flows downslope, emerges as springs, and enters the channel (represented by the sky-blue triangle at the base of the hillslope). The depth and structure of the weathered bedrock zone determines the volume of potential groundwater storage. In Model 2, the thin critical zone prevents significant groundwater storage and sustained base flow, consequently the channel is dry;https://sdsugeo.maps.arcgis.com/sharing/rest/content/items/df499e37a2ef40d7885966952c627e01/data;N/A;N/A;N/A;N/A;Eel River CZO - Angelo, United States;39,729599700000001;-123,643907299999995;19,719999999999999;2;Soil or Geology;1;N;Forest described;N;N;N;N;N;Bedrock bedding planes shown;4,000000000000000;Water Table, Dynamic groundwater storage, Groundwater storage, Soil water storage;Sub.GW.Store.Wtable, Sub.GW.Store.Dynam, Sub.GW.Store, Sub.Soil.Store;3,000000000000000;Channel flow, Springflow, Groundwater flow;Chan.Flow, Sub.GW.Ret.Spr, Sub.GW.Flow;1,000000000000000;N/A
1130;6.2.11;Klamath Mountains;6.2;WESTERN CORDILLERA;6;NORTHWESTERN FORESTED MOUNTAINS;6.2.11  Klamath Mountains;6.2  WESTERN CORDILLERA;6  NORTHWESTERN FORESTED MOUNTAINS;1653931,278669999912381;31;31;Figure model;Lovill, S. M., Hahm, W. J., & Dietrich, W. E. (2018). Drainage from the critical zone: Lithologic controls on the persistence and spatial extent of wetted channels during the summer dry season. Water Resources Research, 54(8), 57025726. https://doi.org/10.1029/2017wr021903;https://doi.org/10.1029/2017WR021903;Not open-access;https://doi.org/10.1029/2017WR021903;13;Conceptual models of potential hillslope water storage and sustained base flow related to thickness of weathered bedrock zone during summer months. The red lines represent bedrock structure (such as bedding). In Model 1, groundwater stored in the weathered bedrock during the wet season flows downslope, emerges as springs, and enters the channel (represented by the sky-blue triangle at the base of the hillslope). The depth and structure of the weathered bedrock zone determines the volume of potential groundwater storage. In Model 2, the thin critical zone prevents significant groundwater storage and sustained base flow, consequently the channel is dry;https://sdsugeo.maps.arcgis.com/sharing/rest/content/items/df499e37a2ef40d7885966952c627e01/data;N/A;N/A;N/A;N/A;Eel River CZO - Sagehorn, United States;39,575400000000002;-123,464200000000005;21,100000000000001;2;Soil or Geology;1;N;Forest described;N;N;N;N;N;Bedrock bedding planes shown;4,000000000000000;Soil water storage, Groundwater storage, Water Table, Dynamic groundwater storage;Sub.Soil.Store, Sub.GW.Store, Sub.GW.Store.Wtable, Sub.GW.Store.Dynam;3,000000000000000;Groundwater flow, Channel flow, Springflow;Sub.GW.Flow, Chan.Flow, Sub.GW.Ret.Spr;1,000000000000000;N/A
2412;9.3.1;Northwestern Glaciated Plains;9.3;WEST-CENTRAL SEMIARID PRAIRIES;9;GREAT PLAINS;9.3.1  Northwestern Glaciated Plains;9.3  WEST-CENTRAL SEMIARID PRAIRIES;9  GREAT PLAINS;9021842,554090000689030;36;36;Figure model;Mohammed, Aaron A, Edwin E Cey, Masaki Hayashi, and Michael V Callaghan. Simulating Preferential Flow and Snowmelt Partitioning in Seasonally Frozen Hillslopes. Hydrological Processes 35, no. 8 (2021): e14277.;https://doi.org/10.1002/hyp.14277;Not open-access;https://doi.org/10.1002/hyp.14277;4;N/A;https://sdsugeo.maps.arcgis.com/sharing/rest/content/items/df499e37a2ef40d7885966952c627e01/data;N/A;N/A;N/A;N/A;Triple G, Spyhill, and Stauffer Catchments, Northern Prairie Region, Canada;51,422597600000003;-112,618495499999995;-9999,000000000000000;1;N;4;Season with snow;N;N;N;N;N;N;Shading used to show saturation level of soil, location of infiltration/recharge under depression shown by location of arrows;6,000000000000000;Seasonal soil freeze/thaw, Soil water storage, Groundwater storage, Seasonal soil freeze/thaw, Depression storage, Water table rise;Surf.Frozen.FrzThw, Sub.Soil.Store, Sub.GW.Store, Surf.Frozen.FrzThw, Surf.Water.Depr, Sub.GW.Store.Rise;5,000000000000000;Subsurface stormflow, Infiltration, IE flow from frozen ground, Vertical drainage to groundwater, Snowmelt;Sub.SSFlow, Surf.Inf.Inf, Surf.Over.IE.Frozen, Sub.Soil.Drain, Surf.Snow.Melt;1,000000000000000;N/A
2460;13.4.2;Hills and Sierras with Conifer, Oak, and Mixed Forests;13.4;TRANSVERSAL NEO-VOLCANIC SYSTEM;13;TEMPERATE SIERRAS;13.4.2  Hills and Sierras with Conifer, Oak, and Mixed Forests;13.4  TRANSVERSAL NEO-VOLCANIC SYSTEM;13  TEMPERATE SIERRAS;5094716,942640000022948;38;38;Figure model;Muñoz-Villers, L.E., McDonnell, J.J., 2012. Runoff generation in a steep, tropical montane cloud forest catchment on permeable volcanic substrate. Water Resour. Res. 48. ;https://doi.org/10.1029/2011wr011316;Not open-access;https://doi.org/10.1029/2011wr011316;8;Conceptual model illustrating the variable flowpaths and mean water residence time contributing to stream runoff generation in the old-growth TMCF catchment;https://sdsugeo.maps.arcgis.com/sharing/rest/content/items/df499e37a2ef40d7885966952c627e01/data;N/A;N/A;N/A;N/A;A catchment in Cofre de Perote volcano, Mexico;19,488651000000001;-97,042749000000001;0,264000000000000;1;N;1;N;N;N;N;Topography described;N;N;Water ages were shown from 3 weeks - 6 months;6,000000000000000;Channel storage, Groundwater storage, Soil water storage, Unsaturated bedrock storage, Soil water storage, Soil water storage;Chan.Store, Sub.GW.Store, Sub.Soil.Store, Sub.GW.Store.Unsat, Sub.Soil.Store, Sub.Soil.Store;8,000000000000000;Subsurface stormflow, Saturation excess flow, Return Flow, Infiltration, Vertical drainage to groundwater, Throughfall, Groundwater flow, Channel interception;Sub.SSFlow, Surf.Over.SE, Sub.GW.Ret, Surf.Inf.Inf, Sub.Soil.Drain, Surf.Int.Thru, Sub.GW.Flow, Chan.Int;1,000000000000000;N/A
2544;6.2.7;Cascades;6.2;WESTERN CORDILLERA;6;NORTHWESTERN FORESTED MOUNTAINS;6.2.7  Cascades;6.2  WESTERN CORDILLERA;6  NORTHWESTERN FORESTED MOUNTAINS;2397516,343390000052750;73;73;Figure model;McGuire, Kevin J, and Jeffrey J McDonnell. Hydrological Connectivity of Hillslopes and Streams: Characteristic Time Scales and Nonlinearities. Water Resources Research 46, no. 10 (2010).;https://doi.org/10.1029/2010WR009341;Not open-access;https://doi.org/10.1029/2010WR009341;11;A diagram of a conceptual model illustrating the variable flow pathways;https://agupubs.onlinelibrary.wiley.com/cms/asset/8412a81a-bcd0-4fd7-89b2-f5f41136c4f1/wrcr12709-fig-0011.png;N/A;N/A;N/A;N/A;WS10, H.J. Andrews, Oregon, United States;44,217153199999998;-122,260884399999995;0,102000000000000;1;N;3;Wetness;N;N;N;N;N;N;N;2,000000000000000;Groundwater storage, Soil water storage;Sub.GW.Store, Sub.Soil.Store;3,000000000000000;Vertical macropore flow, Vertical matrix flow, Subsurface stormflow;Sub.Soil.Macro, Sub.Soil.Matrix, Sub.SSFlow;1,000000000000000;N/A
1138;6.2.14;Southern Rockies;6.2;WESTERN CORDILLERA;6;NORTHWESTERN FORESTED MOUNTAINS;6.2.14  Southern Rockies;6.2  WESTERN CORDILLERA;6  NORTHWESTERN FORESTED MOUNTAINS;5411522,863330000080168;77;77;Figure model;Newman, B. D., Campbell, A. R., & Wilcox, B. P. (1998). Lateral subsurface flow pathways in a semiarid ponderosa pine hillslope. Water Resources Research, 34(12), 34853496.;https://doi.org/10.1029/98WR02684;Not open-access;https://doi.org/10.1029/98WR02684;9;Illustration of the conceptual flow model for the hillslope;https://sdsugeo.maps.arcgis.com/sharing/rest/content/items/df499e37a2ef40d7885966952c627e01/data;N/A;N/A;N/A;N/A;Los Alamos National Laboratory's Environmental Research Park, United States;35,864355000000003;-106,340552000000002;0,000870000000000;1;N;1;N;Vegetation described;Soil types described;Geological types described;N;3D graphics;N;N;3,000000000000000;Organic Layer, Soil stratification, Perched water tables;Sub.Soil.Store.Organ, Sub.Soil.Store.Layer, Sub.GW.Store.Perch;4,000000000000000;Infiltration into bedrock, Lateral matrix flow, Vertical macropore flow, Lateral macropore flow;Sub.GW.BedInf, Sub.SSFlow.Matrix, Sub.Soil.Macro, Sub.SSFlow.Macro;1,000000000000000;N/A
1138;6.2.14;Southern Rockies;6.2;WESTERN CORDILLERA;6;NORTHWESTERN FORESTED MOUNTAINS;6.2.14  Southern Rockies;6.2  WESTERN CORDILLERA;6  NORTHWESTERN FORESTED MOUNTAINS;5411522,863330000080168;80;80;Figure model;Liu, F., Williams, M.W. and Caine, N., 2004. Source waters and flow paths in an alpine catchment, Colorado Front Range, United States. Water Resources Research, 40(9).;https://doi.org/10.1029/2004WR003076;Not open-access;https://doi.org/10.1029/2004WR003076;9;A sketch diagram illustrating flow generation at the Martinelli and GL4 catchments;https://agupubs-onlinelibrary-wiley-com.libproxy.sdsu.edu/cms/asset/4bbf605a-563d-43c5-8e7a-182506e657df/wrcr9977-fig-0009.png;N/A;N/A;N/A;N/A;Martinelli catchment, Green Lakes Valley, Colorado, United States;40,051226961989897;-105,595385561149001;0,080000000000000;1;N;3;Season;N;N;N;Slopes described;N;N;Arrow width represents flow path importance;3,000000000000000;Water Table, Soil water storage, Snow storage;Sub.GW.Store.Wtable, Sub.Soil.Store, Surf.Snow.Stor;4,000000000000000;Snowmelt, Overland Flow, Infiltration, Gaining stream;Surf.Snow.Melt, Surf.Over, Surf.Inf.Inf, Sub.GWSW.Gain;1,000000000000000;N/A
1138;6.2.14;Southern Rockies;6.2;WESTERN CORDILLERA;6;NORTHWESTERN FORESTED MOUNTAINS;6.2.14  Southern Rockies;6.2  WESTERN CORDILLERA;6  NORTHWESTERN FORESTED MOUNTAINS;5411522,863330000080168;81;81;Figure model;Liu, F., Williams, M.W. and Caine, N., 2004. Source waters and flow paths in an alpine catchment, Colorado Front Range, United States. Water Resources Research, 40(9).;https://doi.org/10.1029/2004WR003076;Not open-access;https://doi.org/10.1029/2004WR003076;9;A sketch diagram illustrating flow generation at the Martinelli and GL4 catchments;https://agupubs-onlinelibrary-wiley-com.libproxy.sdsu.edu/cms/asset/4bbf605a-563d-43c5-8e7a-182506e657df/wrcr9977-fig-0009.png;N/A;N/A;N/A;N/A;GL4 catchment, Green Lakes Valley, Colorado, United States;40,049999999999997;-105,583333300000007;2,250000000000000;1;N;3;Season;N;N;N;Slopes described;N;N;Arrow width represents flow path importance;3,000000000000000;Snow storage, Soil water storage, Water Table;Surf.Snow.Stor, Sub.Soil.Store, Sub.GW.Store.Wtable;4,000000000000000;Infiltration, Gaining stream, Overland Flow, Snowmelt;Surf.Inf.Inf, Sub.GWSW.Gain, Surf.Over, Surf.Snow.Melt;1,000000000000000;N/A
1138;6.2.14;Southern Rockies;6.2;WESTERN CORDILLERA;6;NORTHWESTERN FORESTED MOUNTAINS;6.2.14  Southern Rockies;6.2  WESTERN CORDILLERA;6  NORTHWESTERN FORESTED MOUNTAINS;5411522,863330000080168;82;82;Figure model;Webb, R.W., Musselman, K.N., Ciafone, S., Hale, K.E. and Molotch, N.P., 2022. Extending the vadose zone: Characterizing the role of snow for liquid water storage and transmission in streamflow generation. Hydrological Processes, 36(3), p.e14541.;https://doi.org/10.1002/hyp.14541;CC-BY-NC;https://creativecommons.org/licenses/by-nc/4.0/;11;Conceptual diagram showing the meltwater flow through-snow processes that occur;https://onlinelibrary.wiley.com/cms/asset/de186cac-63cb-4fd2-8a6f-ca86fe95ac24/hyp14541-fig-0011-m.png;N/A;N/A;N/A;N/A;Saddle Catchment, Niwot Ridge LTER, Boulder, Colorado, United States;40,049031769999999;-105,592317399999999;0,300000000000000;1;N;1;N;N;N;N;Slopes described;N;N;N;4,000000000000000;Soil water storage, Channel storage, Formation of layers/lenses, Snow storage;Sub.Soil.Store, Chan.Store, Surf.Snow.Age.Layer, Surf.Snow.Stor;5,000000000000000;Infiltration excess flow, Snow drifting, Saturation excess flow, Macropore flow within snowpack, Basal flow;Surf.Over.IE, Surf.Snow.Drift, Surf.Over.SE, Surf.Snow.Melt.Macro, Surf.Snow.Melt.Basal;1,000000000000000;N/A
1092;6.1.1;Interior Highlands and Klondike Plateau;6.1;BOREAL CORDILLERA;6;NORTHWESTERN FORESTED MOUNTAINS;6.1.1  Interior Highlands and Klondike Plateau;6.1  BOREAL CORDILLERA;6  NORTHWESTERN FORESTED MOUNTAINS;2094650,896889999974519;83;83;Figure model;Koch, J.C., Kikuchi, C.P., Wickland, K.P. and Schuster, P., 2014. Runoff sources and flow paths in a partially burned, upland boreal catchment underlain by permafrost. Water Resources Research, 50(10), pp.8141-8158.;https://doi.org/10.1002/2014WR015586;Not open-access;https://doi.org/10.1002/2014WR015586;10;A conceptual model of runoff and drainage from the three dominant landscapes of the West Twin Creek catchment;https://agupubs-onlinelibrary-wiley-com.libproxy.sdsu.edu/cms/asset/fd48d12e-06a2-428b-9fbd-7b7cfb49fb33/wrcr21170-fig-0010-m.jpg;N/A;N/A;N/A;N/A;West Twin Creek, Nome Creek Watershed, Alaska, United States;65,340170000000001;-146,915462999999988;4,100000000000000;3;Land use / Land cover;1;N;Vegetation described;N;N;N;N;N;N;4,000000000000000;Organic Layer, Permafrost storage, Water Table, Perched water tables;Sub.Soil.Store.Organ, Surf.Frozen.Perm, Sub.GW.Store.Wtable, Sub.GW.Store.Perch;7,000000000000000;Gaining stream, Groundwater flow, Lateral macropore flow, Infiltration, Lateral matrix flow, Subsurface stormflow, Lateral macropore flow at soil horizons;Sub.GWSW.Gain, Sub.GW.Flow, Sub.SSFlow.Macro, Surf.Inf.Inf, Sub.SSFlow.Matrix, Sub.SSFlow, Sub.SSFlow.Macro.Horiz;1,000000000000000;N/A
2411;9.2.4;Central Irregular Plains;9.2;TEMPERATE PRAIRIES;9;GREAT PLAINS;9.2.4  Central Irregular Plains;9.2  TEMPERATE PRAIRIES;9  GREAT PLAINS;2352762,919840000104159;91;91;Figure model;Liu, F., Lerch, R.N., Yang, J. and Peters, G., 2020. Determining hydrologic pathways of streamflow using geochemical tracers in a claypan watershed. Hydrological Processes, 34(11), pp.2494-2509.;https://doi.org/10.1002/hyp.13743;Not open-access;https://doi.org/10.1002/hyp.13743;8;A sketch showing the process of streamflow generation from near-surface runoff, interflow above claypan and groundwater from intermediate and deeper glacial till aquifer and the hypothesis on the function of alluvial aquifer in a claypan watershed.;https://onlinelibrary-wiley-com.libproxy.sdsu.edu/cms/asset/ab4f3849-488b-4c07-a9a2-741c94686ba3/hyp13743-fig-0008-m.jpg;N/A;N/A;N/A;N/A;Goodwater Creek, Missouri, United States;39,304430000000004;-92,052368999999999;73,000000000000000;1;N;1;N;N;Soil types described;Geological types described;Slopes described;N;N;N;5,000000000000000;Riparian aquifer storage, Soil water storage, Channel storage, Soil stratification, Groundwater storage;Chan.Store.Rip, Sub.Soil.Store, Chan.Store, Sub.Soil.Store.Layer, Sub.GW.Store;6,000000000000000;Groundwater flow, Vertical drainage to groundwater, Lateral matrix flow at soil horizons, Groundwater flow, Mixing, Overland Flow;Sub.GW.Flow, Sub.Soil.Drain, Sub.SSFlow.Matrix.Horiz, Sub.GW.Flow, Sub.Soil.Mix, Surf.Over;1,000000000000000;N/A
